wisid                                            ,school                                                     ,location                 ,latitude    ,longitude    , , ,
49271                                            ,Methodist University                                       ,"Fayetteville, NC"       ,35.1328478  ,-78.8763458  , , ,
49375                                            ,Miami University (Ohio)                                    ,"Oxford, OH"             ,39.509414   ,-84.73109983 , , ,
49352                                            ,Michigan State University                                  ,"East Lansing, MI"       ,42.7192043  ,-84.47791987 , , ,
49057                                            ,Michigan Technological University                          ,"Houghton, MI"           ,47.1099114  ,-88.55115133 , , ,
48987                                            ,Middle Tennessee State University                          ,"Murfreesboro, TN"       ,35.84860085 ,-86.36090043 , , ,
49209                                            ,Middlebury College                                         ,"Middlebury, VT"         ,44.00366955 ,-73.17295279 , , ,
49456                                            ,Midwestern State University                                ,"Wichita Falls, TX"      ,33.87119915 ,-98.52212963 , , ,
49293                                            ,Miles College                                              ,"Birmingham, AL"         ,33.48109865 ,-86.90911015 , , ,
49114                                            ,Millersville University of Pennsylvania                    ,"Millersville, PA"       ,39.99764515 ,-76.35195286 , , ,
49287                                            ,Millikin University                                        ,"Decatur, IL"            ,39.842988   ,-88.97426281 , , ,
49257                                            ,Millsaps College                                           ,"Jackson, MS"            ,32.32193895 ,-90.1798534  , , ,
49098                                            ,"Minnesota State University, Mankato "                     ,"Mankato, MN"            ,44.1455476  ,-93.99775489 , , ,
49499                                            ,"Minnesota State University, Moorhead "                    ,"Moorhead, MN"           ,46.8672113  ,-96.75641238 , , ,
49308                                            ,Mississippi College                                        ,"Clinton, MS"            ,32.3354174  ,-90.33188238 , , ,
48982                                            ,Mississippi State University                               ,"Mississippi St., MS"    ,33.4387235  ,-88.79345874 , , ,
49052                                            ,Mississippi Valley State University                        ,"Itta Bena, MS"          ,33.51126055 ,-90.34263334 , , ,
49091                                            ,Missouri Southern State University                         ,"Joplin, MO"             ,37.09543765 ,-94.46017053 , , ,
49017                                            ,Missouri State University                                  ,"Springfield, MO"        ,37.1985798  ,-93.2785105  , , ,
49087                                            ,Missouri Western State College                             ,"St. Joseph, MO"         ,39.7582555  ,-94.78414395 , , ,
49549                                            ,Monmouth College (Illinois)                                ,"Monmouth, IL"           ,40.9144918  ,-90.63839027 , , ,
49424                                            ,Monmouth University                                        ,"West Long Branch, NJ"   ,40.27941055 ,-74.0068022  , , ,
49454                                            ,Montana State University                                   ,"Bozeman, MT"            ,45.6638238  ,-111.0793043 , , ,
49220                                            ,Montclair State University                                 ,"Upper Montclair, NJ"    ,40.86468785 ,-74.19692132 , , ,
49475                                            ,"Montgomery, WV"                                           ,"Montgomery, WV"         ,38.1803833  ,-81.3284452  , , ,
49333                                            ,Moravian College                                           ,"Bethlehem, PA"          ,40.6308969  ,-75.38352724 , , ,
49033                                            ,Morehead State University                                  ,"Morehead, KY"           ,38.1867483  ,-83.4332396  , , ,
49297                                            ,Morehouse College                                          ,"Atlanta, GA"            ,33.7487107  ,-84.4157865  , , ,
49421                                            ,Morgan State University                                    ,"Baltimore, MD"          ,39.3446663  ,-76.58360942 , , ,
49228                                            ,Mount Ida College                                          ,"Newton Centre, MA"      ,42.3306528  ,-71.1994989  , , ,
49536                                            ,Mount Union College                                        ,"Alliance, OH"           ,40.9014474  ,-81.1059309  , , ,
49128                                            ,Muhlenberg College                                         ,"Allentown, PA"          ,40.59782395 ,-75.51061576 , , ,
49397                                            ,Murray State University                                    ,"Murray, KY"             ,36.6129699  ,-88.322088   , , ,
49537                                            ,Muskingum College                                          ,"New Concord, OH"        ,40.0064162  ,-81.9984697  , , ,
49276                                            ,Nebraska Wesleyan University                               ,"Lincoln, NE"            ,40.83827205 ,-96.64793042 , , ,
49462                                            ,New Mexico Highlands University                            ,"Las Vegas, NM"          ,35.598053   ,-105.222937  , , ,
48992                                            ,New Mexico State University                                ,"Las Cruces, NM"         ,32.27673635 ,-106.7477521 , , ,
49472                                            ,Newberry College                                           ,"Newberry, SC"           ,34.2852622  ,-81.62163736 , , ,
49046                                            ,Nicholls State University                                  ,"Thibodaux, LA"          ,29.788594   ,-90.8035083  , , ,
49572                                            ,Nichols College                                            ,"Dudley, MA"             ,42.0445408  ,-71.9314618  , , ,
49413                                            ,Norfolk State University                                   ,"Norfolk, VA"            ,36.8482215  ,-76.26296421 , , ,
49422                                            ,North Carolina Agricultural and Technical State University ,"Greensboro, NC"         ,36.0781271  ,-79.77054699 , , ,
49515                                            ,North Carolina Central University                          ,"Durham, NC"             ,35.97320905 ,-78.89755054 , , ,
49156                                            ,North Carolina State University                            ,"Raleigh, NC"            ,35.77184965 ,-78.67408695 , , ,
49288                                            ,North Central College                                      ,"Naperville, IL"         ,41.77436545 ,-88.14274924 , , ,
49099                                            ,North Dakota State University                              ,"Fargo, ND"              ,46.897155   ,-96.81826543 , , ,
49289                                            ,North Park University                                      ,"Chicago, IL"            ,41.9751904  ,-87.70542005 , , ,
49074                                            ,Northeastern State University                              ,"Tahlequah, OK"          ,35.92390985 ,-94.96819787 , , ,
49441                                            ,Northeastern University                                    ,"Boston, MA"             ,42.3390301  ,-71.08791295 , , ,
49453                                            ,Northern Arizona University                                ,"Flagstaff, AZ"          ,35.1851087  ,-111.655837  , , ,
49383                                            ,Northern Illinois University                               ,"De Kalb, IL"            ,41.9370934  ,-88.7826337  , , ,
49521                                            ,Northern Michigan University                               ,"Marquette, MI"          ,46.5613808  ,-87.41048012 , , ,
49105                                            ,Northern State University                                  ,"Aberdeen, SD"           ,45.4505464  ,-98.48255836 , , ,
49088                                            ,Northwest Missouri State University                        ,"Maryville, MO"          ,40.35422615 ,-94.88624744 , , ,
49047                                            ,Northwestern State University                              ,"Natchitoches, LA"       ,31.74734005 ,-93.09898733 , , ,
49353                                            ,Northwestern University                                    ,"Evanston, IL"           ,42.0551164  ,-87.67581113 , , ,
49058                                            ,Northwood University                                       ,"Midland, MI"            ,43.6311535  ,-84.27681755 , , ,
49135                                            ,Norwich University                                         ,"Northfield, VT"         ,44.13917905 ,-72.66126955 , , ,
49234                                            ,Oberlin College                                            ,"Oberlin, OH"            ,41.2959178  ,-82.22146701 , , ,
49262                                            ,Occidental College                                         ,"Los Angeles, CA"        ,34.12719495 ,-118.2099203 , , ,
49538                                            ,Ohio Northern University                                   ,"Ada, OH"                ,40.7660636  ,-83.83356383 , , ,
49357                                            ,Ohio State University                                      ,"Columbus, OH"           ,40.00570905 ,-83.0286626  , , ,
49378                                            ,Ohio University                                            ,"Athens, OH"             ,39.32417815 ,-82.10051745 , , ,
49240                                            ,Ohio Wesleyan University                                   ,"Delaware, OH"           ,40.292858   ,-83.06427625 , , ,
49457                                            ,Oklahoma Panhandle State University                        ,"Goodwell, OK"           ,36.5921866  ,-101.6413568 , , ,
49169                                            ,Oklahoma State University                                  ,"Stillwater, OK"         ,36.1295801  ,-97.08853715 , , ,
49318                                            ,Olivet College                                             ,"Olivet, MI"             ,42.4406147  ,-84.92375164 , , ,
48962                                            ,Oregon State University                                    ,"Corvallis, OR"          ,44.56305595 ,-123.2839236 , , ,
49541                                            ,Otterbein College                                          ,"Westerville, OH"        ,40.12769685 ,-82.93625856 , , ,
49063                                            ,Ouachita Baptist University                                ,"Arkadelphia, AR"        ,34.1250958  ,-93.0521174  , , ,
49493                                            ,Pace University                                            ,"Pleasantville, NY"      ,40.7110272  ,-74.0047244  , , ,
49245                                            ,Pacific Lutheran University                                ,"Tacoma, WA"             ,47.14375725 ,-122.4443889 , , ,
49358                                            ,Pennsylvania State University                              ,"University Park, PA"    ,40.81107215 ,-77.87708334 , , ,
49089                                            ,Pittsburg State University                                 ,"Pittsburg, KS"          ,37.3912528  ,-94.7036466  , , ,
49136                                            ,Plymouth State College                                     ,"Plymouth, NH"           ,43.7595017  ,-71.6891044  , , ,
49263                                            ,Pomona College                                             ,"Claremont, CA"          ,34.0974845  ,-117.7117267 , , ,
49449                                            ,Portland State University                                  ,"Portland, OR"           ,45.51181205 ,-122.68493   , , ,
49055                                            ,Prairie View A&M University                                ,"Prairie View, TX"       ,30.09609545 ,-95.98700068 , , ,
49468                                            ,Presbyterian College                                       ,"Clinton, SC"            ,34.46275055 ,-81.86717709 , , ,
49030                                            ,Princeton University                                       ,"Princeton, NJ"          ,40.346995   ,-74.65763484 , , ,
49530                                            ,Principia College                                          ,"Elsah, IL"              ,38.9478261  ,-90.3498362  , , ,
49359                                            ,Purdue University                                          ,"West Lafayette, IN"     ,40.43195815 ,-86.92391089 , , ,
49300                                            ,Quincy University                                          ,"Quincy, IL"             ,39.94014445 ,-91.3854328  , , ,
49248                                            ,Randolph-Macon College                                     ,"Ashland, VA"            ,37.76251065 ,-77.47954447 , , ,
49131                                            ,Rensselaer Polytechnic Institute                           ,"Troy, NY"               ,42.72992195 ,-73.67953982 , , ,
49258                                            ,Rhodes College                                             ,"Memphis, TN"            ,35.15564375 ,-89.98893549 , , ,
49364                                            ,Rice University                                            ,"Houston, TX"            ,29.71679145 ,-95.40478113 , , ,
49550                                            ,Ripon College                                              ,"Ripon, WI"              ,43.84102355 ,-88.85393861 , , ,
49425                                            ,Robert Morris University                                   ,"Moon Township, PA"      ,40.52155855 ,-80.21157832 , , ,
49229                                            ,Rockford College                                           ,"Rockford, IL"           ,42.2683388  ,-89.01867338 , , ,
49259                                            ,Rose-Hulman Institute of Technology                        ,"Terre Haute, IN"        ,39.48291665 ,-87.32413961 , , ,
49221                                            ,Rowan University                                           ,"Glassboro, NJ"          ,39.7103526  ,-75.11932666 , , ,
49339                                            ,Rutgers University                                         ,"New Brunswick, NJ"      ,40.50007595 ,-74.44579152 , , ,
49426                                            ,Sacred Heart University                                    ,"Fairfield, CT"          ,41.22259745 ,-73.2444673  , , ,
49522                                            ,Saginaw Valley State University                            ,"University Center, MI"  ,43.51588815 ,-83.95931308 , , ,
49494                                            ,Saint Anselm College                                       ,"Manchester, NH"         ,42.9853618  ,-71.5075681  , , ,
49431                                            ,Saint Francis University (Pennsylvania)                    ,"Loretto, PA"            ,40.5034672  ,-78.6382564  , , ,
49299                                            ,Saint Joseph`s College                                     ,"Rensselaer, IN"         ,40.9216573  ,-87.15893397 , , ,
49335                                            ,Salisbury University                                       ,"Salisbury, MD"          ,38.34520265 ,-75.60669776 , , ,
49198                                            ,Salve Regina University                                    ,"Newport, RI"            ,41.4734649  ,-71.2996901  , , ,
49455                                            ,Sam Houston State University                               ,"Huntsville, TX"         ,30.7133471  ,-95.54491358 , , ,
49398                                            ,Samford University                                         ,"Birmingham, AL"         ,33.46414845 ,-86.79395917 , , ,
49005                                            ,San Diego State University                                 ,"San Diego, CA"          ,32.7761529  ,-117.0733037 , , ,
49006                                            ,San Jose State University                                  ,"San Jose, CA"           ,37.33519025 ,-121.8812255 , , ,
49020                                            ,Savannah State University                                  ,"Savannah, GA"           ,32.0229237  ,-81.0561068  , , ,
49508                                            ,Shaw University                                            ,"Raleigh, NC"            ,35.77076885 ,-78.63697923 , , ,
49272                                            ,Shenandoah University                                      ,"Winchester, VA"         ,39.16630535 ,-78.15876381 , , ,
49474                                            ,Shepherd College                                           ,"Shepherdstown, WV"      ,39.43614605 ,-77.80983622 , , ,
49120                                            ,Shippensburg University of Pennsylvania                    ,"Shippensburg, PA"       ,40.06213705 ,-77.52174092 , , ,
49417                                            ,Siena College                                              ,"Loudonville, NY"        ,42.7188309  ,-73.75109069 , , ,
49187                                            ,Simpson College                                            ,"Indianola, IA"          ,41.3647568  ,-93.5636535  , , ,
49121                                            ,Slippery Rock University of Pennsylvania                   ,"Slippery Rock, PA"      ,41.06619805 ,-80.04040787 , , ,
49423                                            ,South Carolina State University                            ,"Orangeburg, SC"         ,33.49878505 ,-80.84684338 , , ,
49100                                            ,South Dakota State University                              ,"Brookings, SD"          ,44.32019135 ,-96.78399049 , , ,
49399                                            ,Southeast Missouri State University                        ,"Cape Girardeau, MO"     ,37.3177704  ,-89.52854269 , , ,
49021                                            ,Southeastern Louisiana University                          ,"Hammond, LA"            ,30.5182254  ,-90.46881486 , , ,
49075                                            ,Southeastern Oklahoma State University - Durant            ,"Durant, OK"             ,34.0083179  ,-96.37561034 , , ,
49069                                            ,Southern Arkansas University                               ,"Magnolia, AR"           ,33.2898495  ,-93.2360008  , , ,
49491                                            ,Southern Connecticut State University                      ,"New Haven, CT"          ,41.33421815 ,-72.94482438 , , ,
49013                                            ,Southern Illinois University at Carbondale                 ,"Carbondale, IL"         ,37.7114558  ,-89.2116343  , , ,
49372                                            ,Southern Methodist University                              ,"Dallas, TX"             ,32.84180115 ,-96.7815281  , , ,
49502                                            ,"Southern University, Baton Rouge"                         ,"Baton Rouge, LA"        ,30.52549095 ,-91.19474632 , , ,
49022                                            ,Southern Utah University                                   ,"Cedar City, UT"         ,37.67529935 ,-113.073184  , , ,
49092                                            ,Southwest Baptist University                               ,"Bolivar, MO"            ,37.6011492  ,-93.4063785  , , ,
49500                                            ,Southwest Minnesota State University                       ,"Marshall, MN"           ,44.45744485 ,-95.7592368  , , ,
49076                                            ,Southwestern Oklahoma State University - Weatherford       ,"Weatherford, OK"        ,35.5350521  ,-98.7075747  , , ,
49141                                            ,Springfield College                                        ,"Springfield, MA"        ,42.1018422  ,-72.5649028  , , ,
49516                                            ,St. Augustine`s College                                    ,"Raleigh, NC"            ,35.7881141  ,-78.61886638 , , ,
49101                                            ,St. Cloud State University                                 ,"St. Cloud, MN"          ,45.54781165 ,-94.15122846 , , ,
49145                                            ,St. John Fisher College                                    ,"Rochester, NY"          ,43.11502265 ,-77.51039894 , , ,
49562                                            ,St. John`s University (Minnesota)                          ,"Collegeville, MN"       ,45.5807337  ,-94.3922495  , , ,
49132                                            ,St. Lawrence University                                    ,"Canton, NY"             ,44.5875837  ,-75.14814464 , , ,
49451                                            ,St. Mary`s College of California                           ,"Moraga, CA"             ,37.84110195 ,-122.1097645 , , ,
49551                                            ,St. Norbert College                                        ,"De Pere, WI"            ,44.4439887  ,-88.0673452  , , ,
49566                                            ,St. Olaf College                                           ,"Northfield, MN"         ,44.46383005 ,-93.18722889 , , ,
49394                                            ,St. Peter`s College                                        ,"Jersey City, NJ"        ,40.7276245  ,-74.07216785 , , ,
48972                                            ,Stanford University                                        ,"Stanford, CA"           ,37.43131385 ,-122.1693654 , , ,
49323                                            ,State University College at Brockport                      ,"Brockport, NY"          ,43.209853   ,-77.95135867 , , ,
49222                                            ,State University of New York College at Cortland           ,"Cortland, NY"           ,42.5927112  ,-76.19617275 , , ,
49009                                            ,Stephen F. Austin State University                         ,"Nacogdoches, TX"        ,31.62355395 ,-94.64344494 , , ,
49531                                            ,Stillman College                                           ,"Tuscaloosa, AL"         ,33.199841   ,-87.5844516  , , ,
49495                                            ,Stonehill College                                          ,"Easton, MA"             ,42.05931925 ,-71.0792207  , , ,
49427                                            ,Stony Brook University                                     ,"Stony Brook, NY"        ,40.9090809  ,-73.1205518  , , ,
49309                                            ,Sul Ross State University                                  ,"Alpine, TX"             ,30.36407455 ,-103.64897   , , ,
49328                                            ,Susquehanna University                                     ,"Selinsgrove, PA"        ,40.79688725 ,-76.87503743 , , ,
49340                                            ,Syracuse University                                        ,"Syracuse, NY"           ,43.03830645 ,-76.13330883 , , ,
49077                                            ,Tarleton State University                                  ,"Stephenville, TX"       ,32.5044818  ,-98.41445447 , , ,
49341                                            ,Temple University                                          ,"Philadelphia, PA"       ,39.981188   ,-75.15628281 , , ,
49400                                            ,Tennessee State University                                 ,"Nashville, TN"          ,36.16794425 ,-86.82710486 , , ,
49390                                            ,Tennessee Technological University                         ,"Cookeville, TN"         ,36.1748745  ,-85.50890527 , , ,
49171                                            ,"Texas A&M University, College Station"                    ,"College Station, TX"    ,30.6108365  ,-96.352128   , , ,
49082                                            ,Texas A&M University-Commerce                              ,"Commerce, TX"           ,33.23999105 ,-95.91825277 , , ,
49083                                            ,Texas A&M University-Kingsville                            ,"Kingsville, TX"         ,27.5279817  ,-97.88367215 , , ,
49369                                            ,Texas Christian University                                 ,"Fort Worth, TX"         ,32.7080148  ,-97.36119385 , , ,
49310                                            ,Texas Lutheran University                                  ,"Seguin, TX"             ,29.57399695 ,-97.98518003 , , ,
49503                                            ,Texas Southern University                                  ,"Houston, TX"            ,29.7209058  ,-95.35962009 , , ,
49010                                            ,"Texas State University, San Marcos"                       ,"San Marcos, TX"         ,29.88836715 ,-97.94477272 , , ,
49170                                            ,Texas Tech University                                      ,"Lubbock, TX"            ,33.59375255 ,-101.8995955 , , ,
49039                                            ,The Citadel                                                ,"Charleston, SC"         ,32.79639815 ,-79.96122935 , , ,
49223                                            ,The College of New Jersey                                  ,"Ewing, NJ"              ,40.26855155 ,-74.77797683 , , ,
49192                                            ,Thiel College                                              ,"Greenville, PA"         ,41.4136656  ,-80.3842338  , , ,
49277                                            ,Thomas More College                                        ,"Crestview Hills, KY"    ,39.0209185  ,-84.56769556 , , ,
49388                                            ,Towson University                                          ,"Towson, MD"             ,39.38966285 ,-76.61589249 , , ,
49210                                            ,Trinity College (Connecticut)                              ,"Hartford, CT"           ,41.7476984  ,-72.69017256 , , ,
49260                                            ,Trinity University (Texas)                                 ,"San Antonio, TX"        ,29.4616913  ,-98.48350835 , , ,
48997                                            ,Troy State University                                      ,"Troy, AL"               ,31.8022129  ,-85.95596037 , , ,
49090                                            ,Truman State University                                    ,"Kirksville, MO"         ,40.184327   ,-92.58258315 , , ,
49211                                            ,Tufts University                                           ,"Medford, MA"            ,42.40629165 ,-71.11819856 , , ,
49370                                            ,Tulane University                                          ,"New Orleans, LA"        ,29.94121955 ,-90.12010089 , , ,
49469                                            ,Tusculum College                                           ,"Greeneville, TN"        ,36.1720416  ,-82.7592008  , , ,
49294                                            ,Tuskegee University                                        ,"Tuskegee, AL"           ,32.42985575 ,-85.70637327 , , ,
49137                                            ,U.S. Coast Guard Academy                                   ,"New London, CT"         ,41.37311765 ,-72.09938486 , , ,
49138                                            ,U.S. Merchant Marine Academy                               ,"Kings Point, NY"        ,40.81250655 ,-73.76191146 , , ,
49133                                            ,Union College (NY)                                         ,"Schenectady, NY"        ,42.81720665 ,-73.92870279 , , ,
49428                                            ,University at Albany                                       ,"Albany, NY"             ,42.68435875 ,-73.82583423 , , ,
49379                                            ,University at Buffalo                                      ,"Buffalo, NY"            ,42.9551825  ,-78.81764795 , , ,
49376                                            ,University of Akron                                        ,"Akron, OH"              ,41.07604775 ,-81.51198858 , , ,
49371                                            ,University of Alabama at Birmingham                        ,"Birmingham, AL"         ,33.5016153  ,-86.80604756 , , ,
48983                                            ,"University of Alabama, Tuscaloosa"                        ,"Tuscaloosa, AL"         ,33.21208215 ,-87.53967402 , , ,
48969                                            ,University of Arizona                                      ,"Tucson, AZ"             ,33.45205165 ,-112.0636789 , , ,
49070                                            ,University of Arkansas at Monticello                       ,"Monticello, AR"         ,33.5903872  ,-91.8131866  , , ,
49504                                            ,University of Arkansas at Pine Bluff                       ,"Pine Bluff, AR"         ,34.24232    ,-92.0195849  , , ,
48984                                            ,"University of Arkansas, Fayetteville"                     ,"Fayetteville, AR"       ,36.065152   ,-94.17609534 , , ,
48966                                            ,"University of California, Berkeley"                       ,"Berkeley, CA"           ,37.87094645 ,-122.2663987 , , ,
48971                                            ,"University of California, Los Angeles"                    ,"Los Angeles, CA"        ,34.0708781  ,-118.4468497 , , ,
49065                                            ,University of Central Arkansas                             ,"Conway, AR"             ,35.07764105 ,-92.4579937  , , ,
49368                                            ,University of Central Florida                              ,"Orlando, FL"            ,28.59899755 ,-81.19712501 , , ,
49078                                            ,University of Central Oklahoma                             ,"Edmond, OK"             ,35.65573025 ,-97.47032859 , , ,
49107                                            ,University of Charleston                                   ,"Charleston, WV"         ,38.3541467  ,-81.6377092  , , ,
49556                                            ,University of Chicago                                      ,"Chicago, IL"            ,41.785447   ,-87.59387932 , , ,
49346                                            ,University of Cincinnati                                   ,"Cincinnati, OH"         ,39.1318525  ,-84.5157621  , , ,
49165                                            ,"University of Colorado, Boulder"                          ,"Boulder, CO"            ,40.01407945 ,-105.2669594 , , ,
49342                                            ,University of Connecticut                                  ,"Storrs, CT"             ,41.81127235 ,-72.25414491 , , ,
49403                                            ,University of Dayton                                       ,"Dayton, OH"             ,39.73845985 ,-84.17919478 , , ,
49436                                            ,University of Delaware                                     ,"Newark, DE"             ,39.6810328  ,-75.7540184  , , ,
49191                                            ,University of Dubuque                                      ,"Dubuque, IA"            ,42.495065   ,-90.69653904 , , ,
49059                                            ,University of Findlay                                      ,"Findlay, OH"            ,41.0535031  ,-83.65434269 , , ,
48976                                            ,University of Florida                                      ,"Gainesville, FL"        ,29.6328784  ,-82.3490133  , , ,
48974                                            ,University of Georgia                                      ,"Athens, GA"             ,33.9404278  ,-83.37304905 , , ,
49008                                            ,University of Hawaii                                       ,"Honolulu, HI"           ,21.30745305 ,-157.8109887 , , ,
49373                                            ,University of Houston                                      ,"Houston, TX"            ,29.7207902  ,-95.34406271 , , ,
48993                                            ,University of Idaho                                        ,"Moscow, ID"             ,46.72379775 ,-117.020439  , , ,
49351                                            ,"University of Illinois, Champaign"                        ,"Champaign, IL"          ,40.1410575  ,-88.2552018  , , ,
49523                                            ,University of Indianapolis                                 ,"Indianapolis, IN"       ,39.70939645 ,-86.13445225 , , ,
49361                                            ,University of Iowa                                         ,"Iowa City, IA"          ,41.6658499  ,-91.57310735 , , ,
49164                                            ,University of Kansas                                       ,"Lawrence, KS"           ,38.958058   ,-95.2477503  , , ,
48979                                            ,University of Kentucky                                     ,"Lexington, KY"          ,38.02703575 ,-84.50481984 , , ,
49264                                            ,University of La Verne                                     ,"La Verne, CA"           ,34.0998636  ,-117.7726319 , , ,
48988                                            ,University of Louisiana at Lafayette                       ,"Lafayette, LA"          ,30.21928995 ,-92.04138304 , , ,
48989                                            ,University of Louisiana at Monroe                          ,"Monroe, LA"             ,32.5325234  ,-92.09781608 , , ,
49345                                            ,University of Louisville                                   ,"Louisville, KY"         ,38.2167565  ,-85.75725134 , , ,
49442                                            ,"University of Maine, Orono"                               ,"Orono, ME"              ,44.89982255 ,-68.66692894 , , ,
49306                                            ,University of Mary Hardin-Baylor                           ,"Belton, TX"             ,31.06868225 ,-97.46482937 , , ,
49157                                            ,"University of Maryland, College Park"                     ,"College Park, MD"       ,38.99203005 ,-76.9461029  , , ,
49437                                            ,University of Massachusetts Amherst                        ,"Amherst, MA"            ,42.3869382  ,-72.52991477 , , ,
49199                                            ,University of Massachusetts Dartmouth                      ,"North Dartmouth, MA"    ,41.6295897  ,-71.0061861  , , ,
49366                                            ,University of Memphis                                      ,"Memphis, TN"            ,35.1189387  ,-89.9372196  , , ,
49158                                            ,University of Miami (Florida)                              ,"Coral Gables, FL"       ,25.7172788  ,-80.27869158 , , ,
49354                                            ,University of Michigan                                     ,"Ann Arbor, MI"          ,42.2942142  ,-83.71003894 , , ,
49501                                            ,University of Minnesota Crookston                          ,"Crookston, MN"          ,47.8012259  ,-96.60664859 , , ,
49103                                            ,University of Minnesota Duluth                             ,"Duluth, MN"             ,46.8203898  ,-92.08527412 , , ,
49355                                            ,University of Minnesota Twin Cities                        ,"Minneapolis, MN"        ,44.9863392  ,-93.1794558  , , ,
48985                                            ,University of Mississippi                                  ,"University, MS"         ,34.3646125  ,-89.53963491 , , ,
49093                                            ,University of Missouri Rolla                               ,"Rolla, MO"              ,37.95289395 ,-91.77385801 , , ,
49163                                            ,"University of Missouri, Columbia"                         ,"Columbia, MO"           ,38.93641465 ,-92.32970302 , , ,
48996                                            ,University of Montana                                      ,"Missoula, MT"           ,46.86107195 ,-113.985134  , , ,
49463                                            ,University of Nebraska at Kearney                          ,"Kearney, NE"            ,40.6989871  ,-99.11044498 , , ,
49479                                            ,University of Nebraska at Omaha                            ,"Omaha, NE"              ,41.25779325 ,-96.0104763  , , ,
49162                                            ,"University of Nebraska, Lincoln"                          ,"Lincoln, NE"            ,40.8229219  ,-96.70405845 , , ,
49433                                            ,University of Nevada                                       ,"Reno, NV"               ,36.1071554  ,-115.1418319 , , ,
49007                                            ,"University of Nevada, Las Vegas"                          ,"Las Vegas, NV"          ,36.0862687  ,-115.0167365 , , ,
49443                                            ,University of New Hampshire                                ,"Durham, NH"             ,43.1369862  ,-70.93188194 , , ,
49001                                            ,University of New Mexico                                   ,"Albuquerque, NM"        ,35.08663275 ,-106.6202094 , , ,
49071                                            ,University of North Alabama                                ,"Florence, AL"           ,34.8078655  ,-87.6791954  , , ,
49152                                            ,"University of North Carolina, Chapel Hill"                ,"Chapel Hill, NC"        ,35.90503535 ,-79.04775327 , , ,
49480                                            ,University of North Dakota                                 ,"Grand Forks, ND"        ,47.9205115  ,-97.0666652  , , ,
48994                                            ,University of North Texas                                  ,"Denton, TX"             ,33.2098879  ,-97.15147475 , , ,
49018                                            ,University of Northern Iowa                                ,"Cedar Falls, IA"        ,42.51409905 ,-92.4629133  , , ,
49362                                            ,University of Notre Dame                                   ,"Notre Dame, IN"         ,41.70456775 ,-86.23822026 , , ,
49167                                            ,University of Oklahoma                                     ,"Norman, OK"             ,35.1959878  ,-97.44570828 , , ,
48963                                            ,University of Oregon                                       ,"Eugene, OR"             ,44.04455155 ,-123.071736  , , ,
49027                                            ,University of Pennsylvania                                 ,"Philadelphia, PA"       ,39.9493382  ,-75.18964403 , , ,
49343                                            ,University of Pittsburgh                                   ,"Pittsburgh, PA"         ,40.4442951  ,-79.953191   , , ,
49246                                            ,University of Puget Sound                                  ,"Tacoma, WA"             ,47.26159295 ,-122.4810897 , , ,
49265                                            ,University of Redlands                                     ,"Redlands, CA"           ,34.059006   ,-117.1631759 , , ,
49438                                            ,University of Rhode Island                                 ,"Kingston, RI"           ,41.4872969  ,-71.53446498 , , ,
49444                                            ,University of Richmond                                     ,"Richmond, VA"           ,37.57586225 ,-77.54129937 , , ,
49134                                            ,University of Rochester                                    ,"Rochester, NY"          ,43.1576969  ,-77.58829158 , , ,
49404                                            ,University of San Diego                                    ,"San Diego, CA"          ,32.77259675 ,-117.189163  , , ,
48978                                            ,"University of South Carolina, Columbia"                   ,"Columbia, SC"           ,33.9928298  ,-81.02685166 , , ,
49481                                            ,University of South Dakota                                 ,"Vermillion, SD"         ,42.78882465 ,-96.92459624 , , ,
49347                                            ,University of South Florida                                ,"Tampa, FL"              ,28.0599999  ,-82.41383619 , , ,
48970                                            ,University of Southern California                          ,"Los Angeles, CA"        ,34.0218833  ,-118.2858673 , , ,
49374                                            ,University of Southern Mississippi                         ,"Hattiesburg, MS"        ,31.3285925  ,-89.33647718 , , ,
49563                                            ,University of St. Thomas (Minnesota)                       ,"St. Paul, MN"           ,44.94206015 ,-93.189582   , , ,
49391                                            ,University of Tennessee at Martin                          ,"Martin, TN"             ,36.3414523  ,-88.8642273  , , ,
49044                                            ,University of Tennessee Chattanooga                        ,"Chattanooga, TN"        ,35.0470904  ,-85.29825703 , , ,
48975                                            ,"University of Tennessee, Knoxville"                       ,"Knoxville, TN"          ,35.9516352  ,-83.93088188 , , ,
49168                                            ,University of Texas at Austin                              ,"Austin, TX"             ,30.284458   ,-97.7342106  , , ,
49000                                            ,University of Texas at El Paso                             ,"El Paso, TX"            ,31.77570475 ,-106.5062875 , , ,
49261                                            ,University of the South Sewanee                            ,"Sewanee, TN"            ,35.20440595 ,-85.92061162 , , ,
49382                                            ,University of Toledo                                       ,"Toledo, OH"             ,41.6582432  ,-83.61478734 , , ,
49365                                            ,University of Tulsa                                        ,"Tulsa, OK"              ,36.1523237  ,-95.94596153 , , ,
49002                                            ,University of Utah                                         ,"Salt Lake City, UT"     ,40.7628137  ,-111.8368719 , , ,
49153                                            ,University of Virginia                                     ,"Charlottesville, VA"    ,37.96550575 ,-78.44844387 , , ,
48964                                            ,University of Washington                                   ,"Seattle, WA"            ,47.6543238  ,-122.3080089 , , ,
49066                                            ,University of West Alabama                                 ,"Livingston, AL"         ,32.59551145 ,-88.18749858 , , ,
