wis_id,school_short,location,coach,,,,
53604,University of North Alabama,"Florence, AL",Sim AI,,,,
53418,"University of North Carolina, Chapel Hill","Chapel Hill, NC",tdfactory,,,,
53337,University of North Dakota,"Grand Forks, ND",Sim AI,,,,
53262,University of North Texas,"Denton, TX",Sim AI,,,,
53523,University of Northern Iowa,"Cedar Falls, IA",chetty1963,,,,
53462,University of Notre Dame,"Notre Dame, IN",lsteenberg,,,,
53433,University of Oklahoma,"Norman, OK",rorisio,,,,
53488,University of Oregon,"Eugene, OR",Sim AI,,,,
53532,University of Pennsylvania,"Philadelphia, PA",Sim AI,,,,
53443,University of Pittsburgh,"Pittsburgh, PA",waynemiller,,,,
53788,University of Puget Sound,"Tacoma, WA",Sim AI,,,,
53831,University of Redlands,"Redlands, CA",Sim AI,,,,
53282,University of Rhode Island,"Kingston, RI",Sim AI,,,,
53502,University of Richmond,"Richmond, VA",Sim AI,,,,
53652,University of Rochester,"Rochester, NY",Sim AI,,,,
53579,University of San Diego,"San Diego, CA",Sim AI,,,,
53246,"University of South Carolina, Columbia","Columbia, SC",Sim AI,,,,
53338,University of South Dakota,"Vermillion, SD",Sim AI,,,,
53447,University of South Florida,"Tampa, FL",Sim AI,,,,
53495,University of Southern California,"Los Angeles, CA",huskerfan58,,,,
53474,University of Southern Mississippi,"Hattiesburg, MS",Sim AI,,,,
53730,University of St. Thomas (Minnesota),"St. Paul, MN",Sim AI,,,,
53296,University of Tennessee at Chattanooga,"Chattanooga, TN",Sim AI,,,,
53566,University of Tennessee at Martin,"Martin, TN",Sim AI,,,,
53500,"University of Tennessee, Knoxville","Knoxville, TN",rdierkers,,,,
53434,University of Texas at Austin,"Austin, TX",cardsrunner,,,,
53268,University of Texas at El Paso,"El Paso, TX",Sim AI,,,,
53827,"University of the South, Sewanee","Sewanee, TN",Sim AI,,,,
53482,University of Toledo,"Toledo, OH",Sim AI,,,,
53465,University of Tulsa,"Tulsa, OK",Sim AI,,,,
53270,University of Utah,"Salt Lake City, UT",Sim AI,,,,
53419,University of Virginia,"Charlottesville, VA",Sim AI,,,,
53489,University of Washington,"Seattle, WA",flyin7,,,,
53599,University of West Alabama,"Livingston, AL",Sim AI,,,,
53597,University of West Georgia,"Carrollton, GA",blutounc,,,,
53845,"University of Wisconsin, Eau Claire","Eau Claire, WI",brianlee,,,,
53846,"University of Wisconsin, La Crosse","La Crosse, WI",Sim AI,,,,
53456,"University of Wisconsin, Madison","Madison, WI",Sim AI,,,,
53851,"University of Wisconsin, Oshkosh","Oshkosh, WI",wizbang1943,,,,
53847,"University of Wisconsin, Platteville","Platteville, WI",Sim AI,,,,
53848,"University of Wisconsin, River Falls","River Falls, WI",Sim AI,,,,
53849,"University of Wisconsin, Stevens Point","Stevens Point, WI",Sim AI,,,,
53852,"University of Wisconsin, Stout","Menomonie, WI",Sim AI,,,,
53850,"University of Wisconsin, Whitewater","Whitewater, WI",Sim AI,,,,
53271,University of Wyoming,"Laramie, WY",Sim AI,,,,
53647,Ursinus College,"Collegeville, PA",Sim AI,,,,
53498,US Air Force Academy,"USAF Academy, CO",Sim AI,,,,
53259,US Military Academy,"West Point, NY",NW_OHIO,,,,
53258,US Naval Academy,"Annapolis, MD",pcf2007,,,,
53263,Utah State University,"Logan, UT",Sim AI,,,,
53664,Utica College,"Utica, NY",Sim AI,,,,
53605,Valdosta State University,"Valdosta, GA",gearhead1968,,,,
53580,Valparaiso University,"Valparaiso, IN",moreron,,,,
53245,Vanderbilt University,"Nashville, TN",clayolson1,,,,
53283,Villanova University,"Villanova, PA",j2mul,,,,
53581,Virginia Military Institute,"Lexington, VA",Sim AI,,,,
53425,Virginia Polytechnic Institute and State University,"Blacksburg, VA",majique,,,,
53315,Virginia State University,"Petersburg, VA",Sim AI,,,,
53316,Virginia Union University,"Richmond, VA",Sim AI,,,,
53777,Wabash College,"Crawfordsville, IN",Sim AI,,,,
53557,Wagner College,"Staten Island, NY",Sim AI,,,,
53420,Wake Forest University,"Winston-Salem, NC",Sim AI,,,,
53682,Wartburg College,"Waverly, IA",amarner32,,,,
53627,Washburn University of Topeka ,"Topeka, KS",Sim AI,,,,
53687,Washington and Jefferson College,"Washington, PA",Sim AI,,,,
53815,Washington and Lee University,"Lexington, VA",Sim AI,,,,
53490,Washington State University,"Pullman, WA",Sim AI,,,,
53724,Washington University(Missouri) ,"St. Louis, MO",Sim AI,,,,
53363,Wayne State College (NE),"Wayne, NE",Sim AI,,,,
53593,Wayne State University (MI),"Detroit, MI",thadsatre,,,,
53688,Waynesburg College,"Waynesburg, PA",Sim AI,,,,
53508,Weber State University,"Ogden, UT",Sim AI,,,,
53772,Wesley College,"Dover, DE",Sim AI,,,,
53758,Wesleyan University(Connecticut) ,"Middletown, CT",Sim AI,,,,
53372,West Chester University of Pennsylvania ,"West Chester, PA",dawgnuts,,,,
53365,West LibertyState College,"West Liberty, WV",Sim AI,,,,
53617,West Texas A&M University,"Canyon, TX",bigpoppa85,,,,
53366,West Virginia State College,"Institute, WV",clarkvb,,,,
53444,West Virginia University,"Morgantown, WV",Sim AI,,,,
53401,West Virginia UniversityInstituteof Technology,"Montgomery, WV",Sim AI,,,,
53402,West Virginia Wesleyan College,"Buckhannon, WV",Sim AI,,,,
53292,Western Carolina University,"Cullowhee, NC",Sim AI,,,,
53657,Western Connecticut State University,"Danbury, CT",Robin80,,,,
53519,Western Illinois University,"Macomb, IL",Sim AI,,,,
53520,Western Kentucky University,"Bowling Green, KY",Sim AI,,,,
53484,Western Michigan University,"Kalamazoo, MI",Sim AI,,,,
53742,Western New England College,"Springfield, MA",Sim AI,,,,
53384,Western New Mexico University,"Silver City, NM",Sim AI,,,,
53341,Western Oregon University,"Monmouth, OR",Sim AI,,,,
53390,Western State College of Colorado ,"Gunnison, CO",Sim AI,,,,
53342,Western Washington University,"Bellingham, WA",knightsaynih,,,,
53747,Westfield State College,"Westfield, MA",Sim AI,,,,
53844,Westminster College(Missouri) ,"Fulton, MO",Johnnyluv15,,,,
53736,Westminster College(Pennsylvania) ,"New Wilmington, PA",Sim AI,,,,
53676,Wheaton College(Illinois) ,"Wheaton, IL",frmrd3coach,,,,
53832,Whittier College,"Whittier, CA",Sim AI,,,,
53789,Whitworth University,"Spokane, WA",Sim AI,,,,
53711,Widener University,"Chester, PA",AllStarInc,,,,
53706,Wilkes University,"Wilkes-Barre, PA",Sim AI,,,,
53790,Willamette University,"Salem, OR",Sim AI,,,,
53766,William Paterson University of New Jersey,"Wayne, NJ",Sim AI,,,,
53754,Williams College,"Williamstown, MA",Sim AI,,,,
53806,Wilmington College(Ohio) ,"Wilmington, OH",Sim AI,,,,
53396,Wingate University,"Wingate, NC",murph705,,,,
53359,Winona State University,"Winona, MN",BrianBrummel,,,,
53323,Winston-Salem State University,"Winston-Salem, NC",Sim AI,,,,
53694,Wisconsin Lutheran College,"Milwaukee, WI",Sim AI,,,,
53778,Wittenberg University,"Springfield, OH",Sim AI,,,,
53293,Wofford College,"Spartanburg, SC",Sim AI,,,,
53658,Worcester Polytechnic Institute,"Worcester, MA",Sim AI,,,,
53748,Worcester State College,"Worcester, MA",psed,,,,
53533,Yale University,"New Haven, CT",Sim AI,,,,
53521,Youngstown State University,"Youngstown, OH",horndogs2s,,,,
54207,Abilene Christian University,"Abilene, TX",BenKallenbac,,,,
54245,Adams State College,"Alamosa, CO",Sim AI,,,,
54301,Adrian College,"Adrian, MI",Sim AI,,,,
53949,Alabama A&M University,"Normal, AL",Sim AI,,,,
53950,Alabama State University,"Montgomery, AL",Sim AI,,,,
54263,Albany State University,"Albany, GA",Sim AI,,,,
54302,Albion College,"Albion, MI",Sim AI,,,,
54313,Albright College,"Reading, PA",Sim AI,,,,
53951,Alcorn State University,"Alcorn State, MS",Sim AI,,,,
54272,Alfred University,"Alfred, NY",Sim AI,,,,
54385,Allegheny College,"Meadville, PA",Sim AI,,,,
54303,Alma College,"Alma, MI",Sim AI,,,,
53966,American International College,"Springfield, MA",Sim AI,,,,
54361,Amherst College,"Amherst, MA",Sim AI,,,,
54428,Anderson University (Indiana) ,"Anderson, IN",Sim AI,,,,
54208,Angelo State University,"San Angelo, TX",Sim AI,,,,
53937,Appalachian State University,"Boone, NC",Sim AI,,,,
53901,Arizona State University,"Tempe, AZ",rnrwreckers,,,,
53919,Arkansas State University,"Jonesboro, AR",Sim AI,,,,
54189,Arkansas Tech University,"Russellville, AR",Sim AI,,,,
54177,Ashland University,"Ashland, OH",zxjuvyx3,,,,
53972,Assumption College,"Worcester, MA",Sim AI,,,,
53913,Auburn University,"Auburn, AL",Sim AI,,,,
54337,Augsburg College,"Minneapolis, MN",Sim AI,,,,
54225,Augustana College,"Sioux Falls, SD",Sim AI,,,,
54287,Augustana College (Illinois) ,"Rock Island, IL",Sim AI,,,,
54277,Aurora University,"Aurora, IL",Sim AI,,,,
54010,Austin College,"Sherman, TX",Sim AI,,,,
53931,Austin Peay State University,"Clarksville, TN",Sim AI,,,,
54445,Averett University,"Danville, VA",Sim AI,,,,
54409,Baldwin-Wallace College,"Berea, OH",Sim AI,,,,
53893,Ball State University,"Muncie, IN",Sim AI,,,,
54367,Bates College,"Lewiston, ME",Sim AI,,,,
54050,Baylor University,"Waco, TX",Sim AI,,,,
54325,Beloit College,"Beloit, WI",Sim AI,,,,
53978,Bemidji State University,"Bemidji, MN",wizbang1943,,,,
53993,Benedict College,"Columbia, SC",Sim AI,,,,
54283,Benedictine University (Illinois) ,"Lisle, IL",Sim AI,,,,
53967,Bentley College,"Waltham, MA",Sim AI,,,,
54346,Bethany College (West Virginia) ,"Bethany, WV",Sim AI,,,,
54338,Bethel College (Minnesota) ,"St. Paul, MN",Sim AI,,,,
54133,Bethune-Cookman College,"Daytona Beach, FL",Sim AI,,,,
54408,Blackburn College,"Carlinville, IL",Sim AI,,,,
53990,Bloomsburg University of Pennsylvania ,"Bloomsburg, PA",Sim AI,,,,
54429,Bluffton College,"Bluffton, OH",Sim AI,,,,
54068,Boise State University,"Boise, ID",Sim AI,,,,
54038,Boston College,"Chestnut Hill, MA",dawgnuts,,,,
54368,Bowdoin College,"Brunswick, ME",Sim AI,,,,
54165,Bowie State University,"Bowie, MD",Sim AI,,,,
53889,Bowling Green State University,"Bowling Green, OH",Sim AI,,,,
54421,Bridgewater College (Virginia) ,"Bridgewater, VA",Sim AI,,,,
54355,Bridgewater State College,"Bridgewater, MA",Sim AI,,,,
53900,Brigham Young University,"Provo, UT",Sim AI,,,,
54115,Brown University,"Providence, RI",Sim AI,,,,
53968,Bryant University,"Smithfield, RI",Sim AI,,,,
54123,Bucknell University,"Lewisburg, PA",Sim AI,,,,
54289,Buena Vista University,"Storm Lake, IA",Sim AI,,,,
54379,Buffalo State College,"Buffalo, NY",Sim AI,,,,
53925,Butler University,"Indianapolis, IN",Sim AI,,,,
54014,California Lutheran University,"Thousand Oaks, CA",romeho,,,,
54093,California Polytechnic State University,"San Luis Obispo, CA",Sim AI,,,,
54073,"California State University, Fresno","Fresno, CA",yates33,,,,
54091,"California State University, Sacramento","Sacramento, CA",Sim AI,,,,
54233,California University of Pennsylvania,"California, PA",Sim AI,,,,
54410,Capital University,"Columbus, OH",Sim AI,,,,
54343,Carleton College,"Northfield, MN",Sim AI,,,,
54395,Carnegie Mellon University,"Pittsburgh, PA",Sim AI,,,,
54331,Carroll College (Wisconsin),"Waukesha, WI",Sim AI,,,,
54251,Carson-Newman College,"Jefferson City, TN",Sim AI,,,,
54468,Carthage College,"Kenosha, WI",Sim AI,,,,
54396,Case Western Reserve University,"Cleveland, OH",pluperfect,,,,
54252,Catawba College,"Salisbury, NC",Sim AI,,,,
54422,Catholic University,"Washington, DC",Sim AI,,,,
54290,Central College (Iowa),"Pella, IA",wiredon65,,,,
54145,Central Connecticut State University,"New Britain, CT",Sim AI,,,,
53894,Central Michigan University,"Mount Pleasant, MI",Sim AI,,,,
54213,Central Missouri State University,"Warrensburg, MO",Sim AI,,,,
53962,Central Washington University,"Ellensburg, WA",Sim AI,,,,
54433,Centre College,"Danville, KY",Sim AI,,,,
54239,Chadron State College,"Chadron, NE",Sim AI,,,,
54380,Chapman University,"Orange, CA",Sim AI,,,,
53935,Charleston Southern University,"Charleston, SC",Sim AI,,,,
54224,Cheyney University of Pennsylvania ,"Cheyney, PA",S_Cottrell23,,,,
54451,Chowan University,"Murfreesboro, NC",Sim AI,,,,
54446,Christopher Newport University,"Newport News, VA",Sim AI,,,,
54015,Claremont McKenna-Harvey Mudd-Scripps Colleges ,"Claremont, CA",Sim AI,,,,
54234,Clarion University of Pennsylvania ,"Clarion, PA",Sim AI,,,,
53998,Clark Atlanta University,"Atlanta, GA",Sim AI,,,,
54027,Clemson University,"Clemson, SC",Sim AI,,,,
53936,Coastal Carolina University,"Conway, SC",Sim AI,,,,
54295,Coe College,"Cedar Rapids, IA",Sim AI,,,,
54362,Colby College,"Waterville, ME",Sim AI,,,,
54124,Colgate University,"Hamilton, NY",Sim AI,,,,
54419,College of Mount St. Joseph ,"Cincinnati, OH",Sim AI,,,,
54125,College of the Holy Cross,"Worcester, MA",Sim AI,,,,
54079,College of William and Mary,"Williamsburg, VA",Sim AI,,,,
54386,College of Wooster ,"Wooster, OH",Sim AI,,,,
54309,Colorado College,"Colorado Springs, CO",jprange333,,,,
54240,Colorado School of Mines ,"Golden, CO",Sim AI,,,,
53858,Colorado State University,"Fort Collins, CO",Sim AI,,,,
54116,Columbia University,"New York, NY",Sim AI,,,,
53976,Concord College,"Athens, WV",Sim AI,,,,
54339,"Concordia College, Moorhead ","Moorhead, MN",Sim AI,,,,
54284,Concordia University (Illinois) ,"River Forest, IL",Sim AI,,,,
54278,Concordia University (Wisconsin) ,"Mequon, WI",Sim AI,,,,
53984,"Concordia University, St. Paul ","Concordia, MN",Sim AI,,,,
54296,Cornell College (D-III),"Mt. Vernon, IA",Sim AI,,,,
54121,Cornell University,"Ithaca, NY",Sim AI,,,,
54349,Curry College,"Milton, MA",Sim AI,,,,
54117,Dartmouth College,"Hanover, NH",Sim AI,,,,
53932,Davidson College,"Davidson, NC",Sim AI,,,,
54420,Defiance College,"Defiance, OH",Sim AI,,,,
54129,Delaware State University,"Dover, DE",Sim AI,,,,
54314,Delaware Valley College,"Doylestown, PA",Sim AI,,,,
54195,Delta State University,"Cleveland, MS",Sim AI,,,,
54391,Denison University,"Granville, OH",Sim AI,,,,
54060,DePaul University,"Chicago, IL",xigamma119,,,,
54434,DePauw University,"Greencastle, IN",Sim AI,,,,
54016,Dickinson College,"Carlisle, PA",Sim AI,,,,
53926,Drake University,"Des Moines, IA",Sim AI,,,,
54028,Duke University,"Durham, NC",Sim AI,,,,
54130,Duquesne University,"Pittsburgh, PA",displacednyr,,,,
54392,Earlham College,"Richmond, IN",Sim AI,,,,
53871,East Carolina University,"Greenville, NC",Sim AI,,,,
54201,East Central University,"Ada, OK",Sim AI,,,,
53991,East Stroudsburg University of Pennsylvania ,"East Stroudsburg, PA",Sim AI,,,,
53943,East Tennessee State University,"Johnson City, TN",scooby24210,,,,
54004,East Texas Baptist University,"Marshall, TX",Sim AI,,,,
54151,Eastern Illinois University,"Charleston, IL",albright73,,,,
54157,Eastern Kentucky University,"Richmond, KY",zlionsfan,,,,
53888,Eastern Michigan University,"Ypsilanti, MI",Sim AI,,,,
54209,Eastern New Mexico University,"Portales, NM",Sim AI,,,,
54403,Eastern Oregon University,"La Grande, OR",Sim AI,,,,
54092,Eastern Washington University,"Cheney, WA",Sim AI,,,,
54235,Edinboro University of Pennsylvania ,"Edinboro, PA",Sim AI,,,,
54166,Elizabeth City State University,"Elizabeth City, NC",Sim AI,,,,
54285,Elmhurst College,"Elmhurst, IL",Sim AI,,,,
53944,Elon University,"Elon, NC",Sim AI,,,,
54423,Emory and Henry College,"Emory, VA",Sim AI,,,,
54214,Emporia State University,"Emporia, KS",Sim AI,,,,
54350,Endicott College,"Beverly, MA",Sim AI,,,,
54279,Eureka College,"Eureka, IL",Sim AI,,,,
54319,"Fairleigh Dickinson University, Madison ","Madison, NJ",Sim AI,,,,
53977,Fairmont State College,"Fairmont, WV",Sim AI,,,,
54171,Fayetteville State University,"Fayetteville, NC",Sim AI,,,,
54183,Ferris State University,"Big Rapids, MI",Sim AI,,,,
54447,Ferrum College,"Ferrum, VA",Sim AI,,,,
54356,Fitchburg State College,"Fitchburg, MA",Sim AI,,,,
54127,Florida A&M University,"Tallahassee, FL",Sim AI,,,,
54090,Florida Atlantic University,"Boca Raton, FL",Sim AI,,,,
54111,Florida International University,"Miami, FL",Sim AI,,,,
54033,Florida State University,"Tallahassee, FL",bubba06,,,,
54126,Fordham University,"Bronx, NY",Sim AI,,,,
54241,Fort Hays State University,"Hays, KS",Sim AI,,,,
54246,Fort Lewis College,"Durango, CO",Sim AI,,,,
53994,Fort Valley State University,"Fort Valley, GA",dreski,,,,
54371,Framingham State College,"Framingham, MA",Sim AI,,,,
54017,Franklin & Marshall College,"Lancaster, PA",Sim AI,,,,
54430,Franklin College,"Franklin, IN",Sim AI,,,,
54404,Frostburg State University,"Frostburg, MD",Sim AI,,,,
53938,Furman University,"Greenville, SC",robby_p,,,,
54170,Gannon University,"Erie, PA",Sim AI,,,,
53954,Gardner-Webb University,"Boiling Springs, NC",Sim AI,,,,
54147,Georgetown University,"Washington, DC",jhunterz,,,,
54029,Georgia Institute of Technology,"Atlanta, GA",Sim AI,,,,
53939,Georgia Southern University,"Statesboro, GA",Sim AI,,,,
54018,Gettysburg College,"Gettysburg, PA",Noleman2693,,,,
54259,Glenville State College,"Glenville, WV",Sim AI,,,,
53955,Grambling State University,"Grambling, LA",Sim AI,,,,
54178,Grand Valley State University,"Allendale, MI",fla_dave,,,,
54448,Greensboro College,"Greensboro, NC",tdfactory,,,,
54280,Greenville College,"Greenville, IL",Sim AI,,,,
54332,Grinnell College,"Grinnell, IA",Sim AI,,,,
54347,Grove City College,"Grove City, PA",Sim AI,,,,
54424,Guilford College,"Greensboro, NC",sallyleaguer,,,,
54340,Gustavus Adolphus College,"St. Peter, MN",Sim AI,,,,
54369,Hamilton College,"Clinton, NY",Sim AI,,,,
54344,Hamline University,"St. Paul, MN",Sim AI,,,,
54425,Hampden-Sydney College,"Hampden-Sydney, VA",Sim AI,,,,
54134,Hampton University,"Hampton, VA",Sim AI,,,,
54431,Hanover College,"Hanover, IN",Sim AI,,,,
54190,Harding University,"Searcy, AR",desanders,,,,
54005,Hardin-Simmons University,"Abilene, TX",Sim AI,,,,
54273,Hartwick College,"Oneonta, NY",Sim AI,,,,
54118,Harvard University,"Boston, MA",Sim AI,,,,
54415,Heidelberg College,"Tiffin, OH",Sim AI,,,,
54196,Henderson State University,"Arkadelphia, AR",Sim AI,,,,
54184,Hillsdale College,"Hillsdale, MI",Sim AI,,,,
54393,Hiram College,"Hiram, OH",Sim AI,,,,
54023,Hobart and William Smith Colleges ,"Geneva, NY",abesmem,,,,
54085,Hofstra University,"Hempstead, NY",Sim AI,,,,
54304,Hope College,"Holland, MI",Sim AI,,,,
54006,Howard Payne University,"Brownwood, TX",Sim AI,,,,
54135,Howard University,"Washington, DC",Sim AI,,,,
53963,Humboldt State University,"Arcata, CA",kensei44,,,,
54381,Huntingdon College,"Montgomery, AL",wcochran,,,,
54311,Husson College,"Bangor, ME",Sim AI,,,,
54097,Idaho State University,"Pocatello, ID",Sim AI,,,,
54326,Illinois College,"Jacksonville, IL",Sim AI,,,,
54103,Illinois State University,"Normal, IL",Sim AI,,,,
54286,Illinois Wesleyan University,"Bloomington, IL",Sim AI,,,,
54104,Indiana State University,"Terre Haute, IN",Sim AI,,,,
54236,Indiana University of Pennsylvania ,"Indiana, PA",Sim AI,,,,
53868,"Indiana University, Bloomington","Bloomington, IN",Sim AI,,,,
54154,Iona College,"New Rochelle, NY",brittsburgh,,,,
54044,Iowa State University,"Ames, IA",Sim AI,,,,
54274,Ithaca College,"Ithaca, NY",Sim AI,,,,
53952,Jackson State University,"Jackson, MS",Sim AI,,,,
54158,Jacksonville State University,"Jacksonville, AL",Sim AI,,,,
53933,Jacksonville University,"Jacksonville, FL",Sim AI,,,,
54080,James Madison University,"Harrisonburg, VA",Sim AI,,,,
54411,John Carroll University,"University Heights, OH",Sim AI,,,,
54019,Johns Hopkins University,"Baltimore, MD",Sim AI,,,,
54172,Johnson C. Smith University,"Charlotte, NC",Sim AI,,,,
54320,Juniata College,"Huntingdon, PA",Sim AI,,,,
54305,Kalamazoo College,"Kalamazoo, MI",Sim AI,,,,
54039,Kansas State University,"Manhattan, KS",Sim AI,,,,
54373,Kean University,"Union, NJ",Sim AI,,,,
53885,Kent State University,"Kent, OH",Sim AI,,,,
53995,Kentucky State University,"Frankfort, KY",Sim AI,,,,
54001,Kentucky Wesleyan College,"Owensboro, KY",Sim AI,,,,
54387,Kenyon College,"Gambier, OH",Sim AI,,,,
54315,King`s College (Pennsylvania) ,"Wilkes-Barre, PA",Sim AI,,,,
54333,Knox College,"Galesburg, IL",Sim AI,,,,
53992,Kutztown University of Pennsylvania ,"Kutztown, PA",chadsteelers,,,,
54131,La Salle University,"Philadelphia, PA",Sim AI,,,,
54148,Lafayette College,"Easton, PA",Sim AI,,,,
54327,Lake Forest College,"Lake Forest, IL",Sim AI,,,,
54281,Lakeland College,"Sheboygan, WI",Sim AI,,,,
53999,Lane College,"Jackson, TN",Sim AI,,,,
54334,Lawrence University,"Appleton, WI",mw304809,,,,
54321,Lebanon Valley College,"Annville, PA",Sim AI,,,,
54149,Lehigh University,"Bethlehem, PA",Sim AI,,,,
54257,Lenoir-Rhyne College,"Hickory, NC",reigny,,,,
54397,Lewis and Clark College,"Portland, OR",Sim AI,,,,
54164,Liberty University,"Lynchburg, VA",Sim AI,,,,
54398,Linfield College,"Mc Minnville, OR",Sim AI,,,,
54173,Livingstone College,"Salisbury, NC",stat10,,,,
54223,Lock Haven University of Pennsylvania ,"Lock Haven, PA",Sim AI,,,,
53969,Long Island University,"Brookville, NY",steeler_dawg,,,,
54291,Loras College,"Dubuque, IA",Sim AI,,,,
54007,Louisiana College,"Pineville, LA",Sim AI,,,,
53914,Louisiana State University,"Baton Rouge, LA",shifti,,,,
54067,Louisiana Tech University,"Ruston, LA",Sim AI,,,,
54292,Luther College,"Decorah, IA",Sim AI,,,,
54316,Lycoming College,"Williamsport, PA",dozeone,,,,
54308,Macalester College,"St. Paul, MN",Sim AI,,,,
54282,MacMurray College,"Jacksonville, IL",mayoscm30,,,,
54357,Maine MaritimeAcademy,"Castine, ME",Sim AI,,,,
54432,Manchester College,"North Manchester, IN",Sim AI,,,,
54230,Mansfield University of Pennsylvania ,"Mansfield, PA",Sim AI,,,,
54452,Maranatha Baptist Bible College,"Watertown, WI",Sim AI,,,,
54416,Marietta College,"Marietta, OH",Sim AI,,,,
54155,Marist College,"Poughkeepsie, NY",Sim AI,,,,
53857,Marquette University,"Milwaukee, WI",Sim AI,,,,
54253,Mars Hill College,"Mars Hill, NC",Behnke25,,,,
53875,Marshall University,"Huntington, WV",Sim AI,,,,
54310,Martin Luther College,"New Ulm, MN",Sim AI,,,,
54453,Maryville College (Tennessee),"Maryville, TN",Sim AI,,,,
54372,Massachusetts Institute of Technology,"Cambridge, MA",westolla,,,,
54358,Massachusetts Maritime Academy,"Buzzards Bay, MA",Sim AI,,,,
54020,McDaniel College,"Westminster, MD",Sim AI,,,,
54008,McMurry University,"Abilene, TX",Sim AI,,,,
53946,McNeese State University,"Lake Charles, LA",Sim AI,,,,
54405,Menlo College,"Atherton, CA",radatz18,,,,
54179,Mercyhurst College,"Erie, PA",Sim AI,,,,
53970,Merrimack College,"North Andover, MA",Sim AI,,,,
54247,Mesa State College,"Grand Junction, CO",manonde01,,,,
54449,Methodist College,"Fayetteville, NC",Sim AI,,,,
53883,Miami University (Ohio),"Oxford, OH",Sim AI,,,,
53860,Michigan State University,"East Lansing, MI",bigalric,,,,
54185,Michigan Technological University,"Houghton, MI",Sim AI,,,,
53920,Middle Tennessee State University,"Murfreesboro, TN",Sim AI,,,,
54363,Middlebury College,"Middlebury, VT",Sim AI,,,,
54242,Midwestern State University,"Wichita Falls, TX",Sim AI,,,,
53996,Miles College,"Birmingham, AL",Sim AI,,,,
54231,Millersville University of Pennsylvania ,"Millersville, PA",Sim AI,,,,
54465,Millikin University,"Decatur, IL",Sim AI,,,,
54435,Millsaps College,"Jackson, MS",Sim AI,,,,
54226,"Minnesota State University, Mankato ","Mankato, MN",Sim AI,,,,
53979,"Minnesota State University, Moorhead ","Moorhead, MN",Sim AI,,,,
54011,Mississippi College,"Clinton, MS",Sim AI,,,,
53915,Mississippi State University,"Mississippi St., MS",Sim AI,,,,
53953,Mississippi Valley State University,"Itta Bena, MS",Sim AI,,,,
54219,Missouri Southern State University,"Joplin, MO",Sim AI,,,,
54109,Missouri State University,"Springfield, MO",Matt010881,,,,
54215,Missouri Western State College,"St. Joseph, MO",champ83,,,,
54328,Monmouth College (Illinois) ,"Monmouth, IL",Sim AI,,,,
54139,Monmouth University,"West Long Branch, NJ",Sim AI,,,,
54099,Montana State University,"Bozeman, MT",Sim AI,,,,
54374,Montclair State University,"Upper Montclair, NJ",Sim AI,,,,
54322,Moravian College,"Bethlehem, PA",Sim AI,,,,
53934,Morehead State University,"Morehead, KY",Sim AI,,,,
54000,Morehouse College,"Atlanta, GA",Sim AI,,,,
54136,Morgan State University,"Baltimore, MD",Sim AI,,,,
54382,Mount Ida College,"Newton Centre, MA",Sim AI,,,,
54412,Mount Union College,"Alliance, OH",Sim AI,,,,
54021,Muhlenberg College,"Allentown, PA",Sim AI,,,,
54159,Murray State University,"Murray, KY",Sim AI,,,,
54413,Muskingum College,"New Concord, OH",Sim AI,,,,
54454,Nebraska Wesleyan University,"Lincoln, NE",Sim AI,,,,
54248,New Mexico Highlands University,"Las Vegas, NM",Sim AI,,,,
54061,New Mexico State University,"Las Cruces, NM",Sim AI,,,,
54258,Newberry College,"Newberry, SC",Sim AI,,,,
53947,Nicholls State University,"Thibodaux, LA",Sim AI,,,,
54351,Nichols College,"Dudley, MA",Sim AI,,,,
54128,Norfolk State University,"Norfolk, VA",Sim AI,,,,
54137,North Carolina A&T State University,"Greensboro, NC",Sim AI,,,,
54174,North Carolina Central University,"Durham, NC",Sim AI,,,,
54034,North Carolina State University,"Raleigh, NC",starfinder77,,,,
54466,North Central College,"Naperville, IL",Sim AI,,,,
54227,North Dakota State University,"Fargo, ND",Sim AI,,,,
54467,North Park University,"Chicago, IL",Sim AI,,,,
54202,Northeastern State University,"Tahlequah, OK",Sim AI,,,,
54086,Northeastern University,"Boston, MA",Sim AI,,,,
54098,Northern Arizona University,"Flagstaff, AZ",latehit,,,,
53891,Northern Illinois University,"De Kalb, IL",Sim AI,,,,
54180,Northern Michigan University,"Marquette, MI",m22pank,,,,
53985,Northern State University,"Aberdeen, SD",Sim AI,,,,
54216,Northwest Missouri State University,"Maryville, MO",Sim AI,,,,
53948,Northwestern State University,"Natchitoches, LA",Sim AI,,,,
53861,Northwestern University,"Evanston, IL",Sim AI,,,,
54186,Northwood University,"Midland, MI",Sim AI,,,,
54265,Norwich University,"Northfield, VT",Sim AI,,,,
54388,Oberlin College,"Oberlin, OH",Sim AI,,,,
54440,Occidental College,"Los Angeles, CA",Sim AI,,,,
54414,Ohio Northern University,"Ada, OH",Sim AI,,,,
53865,Ohio State University,"Columbus, OH",z32fanatic,,,,
53886,Ohio University,"Athens, OH",Sim AI,,,,
54394,Ohio Wesleyan University,"Delaware, OH",Sim AI,,,,
54243,Oklahoma PanhandleState University,"Goodwell, OK",Sim AI,,,,
54047,Oklahoma State University,"Stillwater, OK",Sim AI,,,,
54307,Olivet College,"Olivet, MI",Sim AI,,,,
53895,Oregon State University,"Corvallis, OR",Sim AI,,,,
