wis_id,school_short,location,coach,,,,
50683,Adams State College,"Alamosa, CO",Sim AI,,,,
50419,Adrian College,"Adrian, MI",BadDudeEvans,,,,
50272,Alabama A&M University,"Normal, AL",Sim AI,,,,
50273,Alabama State University,"Montgomery, AL",Sim AI,,,,
50701,Albany State University,"Albany, GA",patrickkm,,,,
50420,Albion College,"Albion, MI",Sim AI,,,,
50548,Albright College,"Reading, PA",Sim AI,,,,
50274,Alcorn State University,"Alcorn State, MS",tim121012,,,,
50366,Alfred University,"Alfred, NY",Sim AI,,,,
50455,Allegheny College,"Meadville, PA",Sim AI,,,,
50421,Alma College,"Alma, MI",Sim AI,,,,
50710,American International College,"Springfield, MA",Sim AI,,,,
50431,Amherst College,"Amherst, MA",Sim AI,,,,
50474,Anderson University (Indiana) ,"Anderson, IN",Sim AI,,,,
50304,Angelo State University,"San Angelo, TX",Sim AI,,,,
50260,Appalachian State University,"Boone, NC",westolla,,,,
50192,Arizona State University,"Tempe, AZ",mrdhatch,,,,
50210,Arkansas State University,"Jonesboro, AR",Sim AI,,,,
50285,Arkansas Tech University,"Russellville, AR",c_dogdawg,,,,
50742,Ashland University,"Ashland, OH",Sim AI,,,,
50716,Assumption College,"Worcester, MA",Sim AI,,,,
50204,Auburn University,"Auburn, AL",Sim AI,,,,
50782,Augsburg College,"Minneapolis, MN",Sim AI,,,,
50321,Augustana College,"Sioux Falls, SD",Sim AI,,,,
50405,Augustana College (Illinois) ,"Rock Island, IL",Sim AI,,,,
50371,Aurora University,"Aurora, IL",Sim AI,,,,
50531,Austin College,"Sherman, TX",Sim AI,,,,
50631,Austin Peay State University,"Clarksville, TN",Sim AI,,,,
50491,Averett University,"Danville, VA",Sim AI,,,,
50757,Baldwin-Wallace College,"Berea, OH",Sim AI,,,,
50609,Ball State University,"Muncie, IN",Sim AI,,,,
50437,Bates College,"Lewiston, ME",Jbar1587,,,,
50396,Baylor University,"Waco, TX",Sim AI,,,,
50560,Beloit College,"Beloit, WI",wiredon65,,,,
50722,Bemidji State University,"Bemidji, MN",Sim AI,,,,
50702,Benedict College,"Columbia, SC",Sim AI,,,,
50401,Benedictine University (Illinois) ,"Lisle, IL",Sim AI,,,,
50711,Bentley College,"Waltham, MA",Sim AI,,,,
50791,Bethany College (West Virginia) ,"Bethany, WV",Sim AI,,,,
50783,Bethel College (Minnesota) ,"St. Paul, MN",Sim AI,,,,
50642,Bethune-Cookman College,"Daytona Beach, FL",Sim AI,,,,
50756,Blackburn College,"Carlinville, IL",Sim AI,,,,
50334,Bloomsburg University of Pennsylvania ,"Bloomsburg, PA",Sim AI,,,,
50475,Bluffton College,"Bluffton, OH",Sim AI,,,,
50223,Boise State University,"Boise, ID",Sim AI,,,,
50384,Boston College,"Chestnut Hill, MA",greenberet,,,,
50438,Bowdoin College,"Brunswick, ME",Sim AI,,,,
50730,Bowie State University,"Bowie, MD",sammy12,,,,
50605,Bowling Green State University,"Bowling Green, OH",Sim AI,,,,
50769,Bridgewater College (Virginia) ,"Bridgewater, VA",Sim AI,,,,
50425,Bridgewater State College,"Bridgewater, MA",Sim AI,,,,
50191,Brigham Young University,"Provo, UT",Sim AI,,,,
50247,Brown University,"Providence, RI",jaxbaker,,,,
50712,Bryant University,"Smithfield, RI",Sim AI,,,,
50255,Bucknell University,"Lewisburg, PA",jtedford,,,,
50407,Buena Vista University,"Storm Lake, IA",Sim AI,,,,
50449,Buffalo State College,"Buffalo, NY",Sim AI,,,,
50625,Butler University,"Indianapolis, IN",Sim AI,,,,
50535,California Lutheran University,"Thousand Oaks, CA",ricemt28,,,,
50672,California Polytechnic State University,"San Luis Obispo, CA",Sim AI,,,,
50228,"California State University, Fresno","Fresno, CA",Sim AI,,,,
50670,"California State University, Sacramento","Sacramento, CA",bludluciano,,,,
50340,California University of Pennsylvania,"California, PA",Sim AI,,,,
50758,Capital University,"Columbus, OH",Sim AI,,,,
50788,Carleton College,"Northfield, MN",Sim AI,,,,
50465,Carnegie Mellon University,"Pittsburgh, PA",Sim AI,,,,
50776,Carroll College (Wisconsin),"Waukesha, WI",Sim AI,,,,
50689,Carson-Newman College,"Jefferson City, TN",Sim AI,,,,
50514,Carthage College,"Kenosha, WI",ehrich,,,,
50466,Case Western Reserve University,"Cleveland, OH",Sim AI,,,,
50690,Catawba College,"Salisbury, NC",Sim AI,,,,
50770,Catholic University,"Washington, DC",Sim AI,,,,
50408,Central College (Iowa),"Pella, IA",Sim AI,,,,
50654,Central Connecticut State University,"New Britain, CT",Sim AI,,,,
50185,Central Michigan University,"Mount Pleasant, MI",Sim AI,,,,
50309,Central Missouri State University,"Warrensburg, MO",Sim AI,,,,
50706,Central Washington University,"Ellensburg, WA",Sim AI,,,,
50479,Centre College,"Danville, KY",johnalanharr,,,,
50346,Chadron State College,"Chadron, NE",Sim AI,,,,
50450,Chapman University,"Orange, CA",JimTake2,,,,
50258,Charleston Southern University,"Charleston, SC",Sim AI,,,,
50320,Cheyney University of Pennsylvania ,"Cheyney, PA",waregl72,,,,
50497,Chowan University,"Murfreesboro, NC",jrfowle3,,,,
50492,Christopher Newport University,"Newport News, VA",Sim AI,,,,
50536,Claremont McKenna-Harvey Mudd-Scripps Colleges ,"Claremont, CA",Sim AI,,,,
50341,Clarion University of Pennsylvania ,"Clarion, PA",Sim AI,,,,
50519,Clark Atlanta University,"Atlanta, GA",Sim AI,,,,
50373,Clemson University,"Clemson, SC",dunkonyou,,,,
50259,Coastal Carolina University,"Conway, SC",Sim AI,,,,
50413,Coe College,"Cedar Rapids, IA",BrucieJuice,,,,
50432,Colby College,"Waterville, ME",Sim AI,,,,
50256,Colgate University,"Hamilton, NY",Sim AI,,,,
50767,College of Mount St. Joseph ,"Cincinnati, OH",Sim AI,,,,
50634,College of the Holy Cross,"Worcester, MA",Sim AI,,,,
50658,College of William and Mary,"Williamsburg, VA",Sim AI,,,,
50456,College of Wooster ,"Wooster, OH",Sim AI,,,,
50544,Colorado College,"Colorado Springs, CO",mjdato,,,,
50347,Colorado School of Mines ,"Golden, CO",Sim AI,,,,
50574,Colorado State University,"Fort Collins, CO",Sim AI,,,,
50248,Columbia University,"New York, NY",Sim AI,,,,
50720,Concord College,"Athens, WV",Sim AI,,,,
50784,"Concordia College, Moorhead ","Moorhead, MN",Sim AI,,,,
50402,Concordia University (Illinois) ,"River Forest, IL",Sim AI,,,,
50372,Concordia University (Wisconsin) ,"Mequon, WI",Sim AI,,,,
50328,"Concordia University, St. Paul ","Concordia, MN",Sim AI,,,,
50414,Cornell College (D-III),"Mt. Vernon, IA",Sim AI,,,,
50253,Cornell University,"Ithaca, NY",Sim AI,,,,
50794,Curry College,"Milton, MA",Sim AI,,,,
50249,Dartmouth College,"Hanover, NH",Sim AI,,,,
50632,Davidson College,"Davidson, NC",Sim AI,,,,
50768,Defiance College,"Defiance, OH",swarefl,,,,
50638,Delaware State University,"Dover, DE",Sim AI,,,,
50549,Delaware Valley College,"Doylestown, PA",Sim AI,,,,
50291,Delta State University,"Cleveland, MS",Sim AI,,,,
50461,Denison University,"Granville, OH",Sim AI,,,,
50572,DePaul University,"Chicago, IL",Sim AI,,,,
50480,DePauw University,"Greencastle, IN",Sim AI,,,,
50537,Dickinson College,"Carlisle, PA",Sim AI,,,,
50626,Drake University,"Des Moines, IA",Sim AI,,,,
50374,Duke University,"Durham, NC",tangocbear,,,,
50639,Duquesne University,"Pittsburgh, PA",Sim AI,,,,
50462,Earlham College,"Richmond, IN",trojansb,,,,
50587,East Carolina University,"Greenville, NC",Sim AI,,,,
50297,East Central University,"Ada, OK",Sim AI,,,,
50335,East Stroudsburg University of Pennsylvania ,"East Stroudsburg, PA",Sim AI,,,,
50266,East Tennessee State University,"Johnson City, TN",Sim AI,,,,
50525,East Texas Baptist University,"Marshall, TX",Sim AI,,,,
50613,Eastern Illinois University,"Charleston, IL",Sim AI,,,,
50619,Eastern Kentucky University,"Richmond, KY",Sim AI,,,,
50604,Eastern Michigan University,"Ypsilanti, MI",Sim AI,,,,
50305,Eastern New Mexico University,"Portales, NM",Sim AI,,,,
50751,Eastern Oregon University,"La Grande, OR",Sim AI,,,,
50671,Eastern Washington University,"Cheney, WA",Sim AI,,,,
50342,Edinboro University of Pennsylvania ,"Edinboro, PA",Sim AI,,,,
50731,Elizabeth City State University,"Elizabeth City, NC",Sim AI,,,,
50403,Elmhurst College,"Elmhurst, IL",Sim AI,,,,
50267,Elon University,"Elon, NC",Sim AI,,,,
50771,Emory and Henry College,"Emory, VA",Sim AI,,,,
50310,Emporia State University,"Emporia, KS",Sim AI,,,,
50795,Endicott College,"Beverly, MA",chrisness,,,,
50397,Eureka College,"Eureka, IL",Sim AI,,,,
50554,"Fairleigh Dickinson University, Madison ","Madison, NJ",Sim AI,,,,
50721,Fairmont State College,"Fairmont, WV",Sim AI,,,,
50736,Fayetteville State University,"Fayetteville, NC",Sim AI,,,,
50748,Ferris State University,"Big Rapids, MI",scottypup,,,,
50493,Ferrum College,"Ferrum, VA",bugeaters11,,,,
50426,Fitchburg State College,"Fitchburg, MA",Sim AI,,,,
50636,Florida A&M University,"Tallahassee, FL",Sim AI,,,,
50669,Florida Atlantic University,"Boca Raton, FL",asmith46,,,,
50243,Florida International University,"Miami, FL",Sim AI,,,,
50379,Florida State University,"Tallahassee, FL",dawgnuts,,,,
50635,Fordham University,"Bronx, NY",Sim AI,,,,
50348,Fort Hays State University,"Hays, KS",Sim AI,,,,
50684,Fort Lewis College,"Durango, CO",Sim AI,,,,
50515,Fort Valley State University,"Fort Valley, GA",Sim AI,,,,
50441,Framingham State College,"Framingham, MA",Sim AI,,,,
50538,Franklin & Marshall College,"Lancaster, PA",Sim AI,,,,
50476,Franklin College,"Franklin, IN",Sim AI,,,,
50752,Frostburg State University,"Frostburg, MD",Sim AI,,,,
50261,Furman University,"Greenville, SC",Sim AI,,,,
50735,Gannon University,"Erie, PA",Sim AI,,,,
50277,Gardner-Webb University,"Boiling Springs, NC",Sim AI,,,,
50656,Georgetown University,"Washington, DC",Sim AI,,,,
50375,Georgia Institute of Technology,"Atlanta, GA",Sim AI,,,,
50262,Georgia Southern University,"Statesboro, GA",zfarmer100,,,,
50349,Gettysburg College,"Gettysburg, PA",Goonboggler,,,,
50697,Glenville State College,"Glenville, WV",dan_wehner,,,,
50278,Grambling State University,"Grambling, LA",Sim AI,,,,
50743,Grand Valley State University,"Allendale, MI",ksparks,,,,
50494,Greensboro College,"Greensboro, NC",srtown,,,,
50398,Greenville College,"Greenville, IL",Sim AI,,,,
50777,Grinnell College,"Grinnell, IA",Sim AI,,,,
50792,Grove City College,"Grove City, PA",Sim AI,,,,
50772,Guilford College,"Greensboro, NC",Sim AI,,,,
50785,Gustavus Adolphus College,"St. Peter, MN",Sim AI,,,,
50439,Hamilton College,"Clinton, NY",Sim AI,,,,
50789,Hamline University,"St. Paul, MN",Sim AI,,,,
50471,Hampden-Sydney College,"Hampden-Sydney, VA",Sim AI,,,,
50643,Hampton University,"Hampton, VA",Sim AI,,,,
50477,Hanover College,"Hanover, IN",Sim AI,,,,
50286,Harding University,"Searcy, AR",Sim AI,,,,
50526,Hardin-Simmons University,"Abilene, TX",witzbo,,,,
50367,Hartwick College,"Oneonta, NY",tlynch16,,,,
50250,Harvard University,"Boston, MA",graham1958,,,,
50763,Heidelberg College,"Tiffin, OH",Sim AI,,,,
50292,Henderson State University,"Arkadelphia, AR",Sim AI,,,,
50280,Hillsdale College,"Hillsdale, MI",Sim AI,,,,
50463,Hiram College,"Hiram, OH",purduepete,,,,
50354,Hobart and William Smith Colleges ,"Geneva, NY",Sim AI,,,,
50664,Hofstra University,"Hempstead, NY",Sim AI,,,,
50539,Hope College,"Holland, MI",LarsCuJo,,,,
50527,Howard Payne University,"Brownwood, TX",Sim AI,,,,
50644,Howard University,"Washington, DC",Sim AI,,,,
50707,Humboldt State University,"Arcata, CA",superv97,,,,
50451,Huntingdon College,"Montgomery, AL",jdodge17,,,,
50546,Husson College,"Bangor, ME",Sim AI,,,,
50676,Idaho State University,"Pocatello, ID",Sim AI,,,,
50561,Illinois College,"Jacksonville, IL",GoldenHomer2,,,,
50235,Illinois State University,"Normal, IL",apmcpm,,,,
50404,Illinois Wesleyan University,"Bloomington, IL",cpspalding,,,,
50236,Indiana State University,"Terre Haute, IN",Sim AI,,,,
50343,Indiana University of Pennsylvania ,"Indiana, PA",Sim AI,,,,
50584,"Indiana University, Bloomington","Bloomington, IN",Sim AI,,,,
50616,Iona College,"New Rochelle, NY",Sim AI,,,,
50390,Iowa State University,"Ames, IA",Sim AI,,,,
50368,Ithaca College,"Ithaca, NY",Sim AI,,,,
50275,Jackson State University,"Jackson, MS",Sim AI,,,,
50620,Jacksonville State University,"Jacksonville, AL",Sim AI,,,,
50633,Jacksonville University,"Jacksonville, FL",belljames,,,,
50659,James Madison University,"Harrisonburg, VA",Sim AI,,,,
50759,John Carroll University,"University Heights, OH",Sim AI,,,,
50350,Johns Hopkins University,"Baltimore, MD",Sim AI,,,,
50737,Johnson C. Smith University,"Charlotte, NC",Sim AI,,,,
50555,Juniata College,"Huntingdon, PA",Sim AI,,,,
50540,Kalamazoo College,"Kalamazoo, MI",Jacksonhole,,,,
50385,Kansas State University,"Manhattan, KS",Sim AI,,,,
50443,Kean University,"Union, NJ",Sim AI,,,,
50601,Kent State University,"Kent, OH",Sim AI,,,,
50516,Kentucky State University,"Frankfort, KY",Sim AI,,,,
50522,Kentucky Wesleyan College,"Owensboro, KY",Sim AI,,,,
50457,Kenyon College,"Gambier, OH",Sim AI,,,,
50550,King`s College (Pennsylvania) ,"Wilkes-Barre, PA",Da Stinkos,,,,
50778,Knox College,"Galesburg, IL",Sim AI,,,,
50336,Kutztown University of Pennsylvania ,"Kutztown, PA",Sim AI,,,,
50640,La Salle University,"Philadelphia, PA",Sim AI,,,,
50610,Lafayette College,"Easton, PA",Sim AI,,,,
50562,Lake Forest College,"Lake Forest, IL",Sim AI,,,,
50399,Lakeland College,"Sheboygan, WI",Sim AI,,,,
50520,Lane College,"Jackson, TN",Sim AI,,,,
50779,Lawrence University,"Appleton, WI",Sim AI,,,,
50556,Lebanon Valley College,"Annville, PA",Sim AI,,,,
50611,Lehigh University,"Bethlehem, PA",Sim AI,,,,
50695,Lenoir-Rhyne College,"Hickory, NC",Sim AI,,,,
50467,Lewis and Clark College,"Portland, OR",Sim AI,,,,
50729,Liberty University,"Lynchburg, VA",Sim AI,,,,
50468,Linfield College,"Mc Minnville, OR",Sim AI,,,,
50738,Livingstone College,"Salisbury, NC",Transwarp,,,,
50319,Lock Haven University of Pennsylvania ,"Lock Haven, PA",Sim AI,,,,
50713,Long Island University,"Brookville, NY",scrodz,,,,
50409,Loras College,"Dubuque, IA",Sim AI,,,,
50528,Louisiana College,"Pineville, LA",spid24,,,,
50205,Louisiana State University,"Baton Rouge, LA",tenaciousdx,,,,
50222,Louisiana Tech University,"Ruston, LA",Sim AI,,,,
50410,Luther College,"Decorah, IA",johnpibm,,,,
50551,Lycoming College,"Williamsport, PA",Sim AI,,,,
50543,Macalester College,"St. Paul, MN",mwbergeron,,,,
50400,MacMurray College,"Jacksonville, IL",Sim AI,,,,
50427,Maine MaritimeAcademy,"Castine, ME",Sim AI,,,,
50478,Manchester College,"North Manchester, IN",bweihing,,,,
50337,Mansfield University of Pennsylvania ,"Mansfield, PA",Sim AI,,,,
50498,Maranatha Baptist Bible College,"Watertown, WI",Sim AI,,,,
50764,Marietta College,"Marietta, OH",Sim AI,,,,
50617,Marist College,"Poughkeepsie, NY",Sim AI,,,,
50573,Marquette University,"Milwaukee, WI",steeler_dawg,,,,
50691,Mars Hill College,"Mars Hill, NC",Skunkworks72,,,,
50591,Marshall University,"Huntington, WV",Sim AI,,,,
50545,Martin Luther College,"New Ulm, MN",Sim AI,,,,
50499,Maryville College (Tennessee),"Maryville, TN",Sim AI,,,,
50442,Massachusetts Institute of Technology,"Cambridge, MA",Sim AI,,,,
50428,Massachusetts Maritime Academy,"Buzzards Bay, MA",jarko,,,,
50351,McDaniel College,"Westminster, MD",Sim AI,,,,
50529,McMurry University,"Abilene, TX",Sim AI,,,,
50269,McNeese State University,"Lake Charles, LA",tc0129,,,,
50753,Menlo College,"Atherton, CA",holdaway,,,,
50744,Mercyhurst College,"Erie, PA",Sim AI,,,,
50714,Merrimack College,"North Andover, MA",Sim AI,,,,
50685,Mesa State College,"Grand Junction, CO",bekses6,,,,
50495,Methodist College,"Fayetteville, NC",Sim AI,,,,
50599,Miami University (Ohio),"Oxford, OH",Sim AI,,,,
50576,Michigan State University,"East Lansing, MI",Sim AI,,,,
50281,Michigan Technological University,"Houghton, MI",Sim AI,,,,
50211,Middle Tennessee State University,"Murfreesboro, TN",oriolemagic,,,,
50433,Middlebury College,"Middlebury, VT",willbr2318,,,,
50680,Midwestern State University,"Wichita Falls, TX",Sim AI,,,,
50517,Miles College,"Birmingham, AL",Sim AI,,,,
50338,Millersville University of Pennsylvania ,"Millersville, PA",Sim AI,,,,
50511,Millikin University,"Decatur, IL",Sim AI,,,,
50481,Millsaps College,"Jackson, MS",geauxdaddy,,,,
50322,"Minnesota State University, Mankato ","Mankato, MN",Sim AI,,,,
50723,"Minnesota State University, Moorhead ","Moorhead, MN",Sim AI,,,,
50532,Mississippi College,"Clinton, MS",Sim AI,,,,
50206,Mississippi State University,"Mississippi St., MS",Sim AI,,,,
50276,Mississippi Valley State University,"Itta Bena, MS",Sim AI,,,,
50315,Missouri Southern State University,"Joplin, MO",Sim AI,,,,
50241,Missouri State University,"Springfield, MO",Sim AI,,,,
50311,Missouri Western State College,"St. Joseph, MO",Sim AI,,,,
50773,Monmouth College (Illinois) ,"Monmouth, IL",Sim AI,,,,
50648,Monmouth University,"West Long Branch, NJ",Sim AI,,,,
50678,Montana State University,"Bozeman, MT",zlionsfan,,,,
50444,Montclair State University,"Upper Montclair, NJ",Sim AI,,,,
50557,Moravian College,"Bethlehem, PA",Sim AI,,,,
50257,Morehead State University,"Morehead, KY",Sim AI,,,,
50521,Morehouse College,"Atlanta, GA",Sim AI,,,,
50645,Morgan State University,"Baltimore, MD",Sim AI,,,,
50452,Mount Ida College,"Newton Centre, MA",Sim AI,,,,
50760,Mount Union College,"Alliance, OH",Sim AI,,,,
50352,Muhlenberg College,"Allentown, PA",Sim AI,,,,
50621,Murray State University,"Murray, KY",Sim AI,,,,
50761,Muskingum College,"New Concord, OH",Sim AI,,,,
50500,Nebraska Wesleyan University,"Lincoln, NE",Sim AI,,,,
50686,New Mexico Highlands University,"Las Vegas, NM",zanaic,,,,
50216,New Mexico State University,"Las Cruces, NM",Sim AI,,,,
50696,Newberry College,"Newberry, SC",Sim AI,,,,
50270,Nicholls State University,"Thibodaux, LA",Sim AI,,,,
50796,Nichols College,"Dudley, MA",Quarantine,,,,
50637,Norfolk State University,"Norfolk, VA",Sim AI,,,,
50646,North Carolina A&T State University,"Greensboro, NC",Sim AI,,,,
50739,North Carolina Central University,"Durham, NC",Sim AI,,,,
50380,North Carolina State University,"Raleigh, NC",Sim AI,,,,
50512,North Central College,"Naperville, IL",DeBeque,,,,
50323,North Dakota State University,"Fargo, ND",Sim AI,,,,
50513,North Park University,"Chicago, IL",Sim AI,,,,
50298,Northeastern State University,"Tahlequah, OK",robby_p,,,,
50665,Northeastern University,"Boston, MA",jhawkjohn,,,,
50677,Northern Arizona University,"Flagstaff, AZ",asufan04,,,,
50607,Northern Illinois University,"De Kalb, IL",osuhunter,,,,
50745,Northern Michigan University,"Marquette, MI",Sim AI,,,,
50329,Northern State University,"Aberdeen, SD",Sim AI,,,,
50312,Northwest Missouri State University,"Maryville, MO",Sim AI,,,,
50271,Northwestern State University,"Natchitoches, LA",Sim AI,,,,
50577,Northwestern University,"Evanston, IL",Sim AI,,,,
50282,Northwood University,"Midland, MI",Sim AI,,,,
50359,Norwich University,"Northfield, VT",Sim AI,,,,
50458,Oberlin College,"Oberlin, OH",warrior0510,,,,
50486,Occidental College,"Los Angeles, CA",Sim AI,,,,
50762,Ohio Northern University,"Ada, OH",Sim AI,,,,
50581,Ohio State University,"Columbus, OH",jjl58,,,,
50602,Ohio University,"Athens, OH",Sim AI,,,,
50464,Ohio Wesleyan University,"Delaware, OH",Sim AI,,,,
50681,Oklahoma PanhandleState University,"Goodwell, OK",mccarthyizm,,,,
50393,Oklahoma State University,"Stillwater, OK",Sim AI,,,,
50542,Olivet College,"Olivet, MI",tom2607,,,,
50186,Oregon State University,"Corvallis, OR",Sim AI,,,,
50765,Otterbein College,"Westerville, OH",Sim AI,,,,
50287,Ouachita Baptist University,"Arkadelphia, AR",Sim AI,,,,
50717,Pace University,"Pleasantville, NY",Sim AI,,,,
50469,Pacific Lutheran University,"Tacoma, WA",Sim AI,,,,
50582,Pennsylvania State University,"University Park, PA",ebel331,,,,
50313,Pittsburg State University,"Pittsburg, KS",statham_dawg,,,,
50360,Plymouth State College,"Plymouth, NH",Sim AI,,,,
50487,Pomona-Pitzer Colleges ,"Claremont, CA",kill1drifter,,,,
50673,Portland State University,"Portland, OR",Sim AI,,,,
50279,Prairie View A&M University,"Prairie View, TX",Sim AI,,,,
50692,Presbyterian College,"Clinton, SC",Sim AI,,,,
50254,Princeton University,"Princeton, NJ",cdmyers21,,,,
50754,Principia College,"Elsah, IL",Sim AI,,,,
50583,Purdue University,"West Lafayette, IN",Sim AI,,,,
50524,Quincy University,"Quincy, IL",Sim AI,,,,
50472,Randolph-Macon College,"Ashland, VA",bartkowski,,,,
50355,Rensselaer Polytechnic Institute,"Troy, NY",34Pierce,,,,
50482,Rhodes College,"Memphis, TN",Sim AI,,,,
50588,Rice University,"Houston, TX",Sim AI,,,,
50774,Ripon College,"Ripon, WI",Sim AI,,,,
50649,Robert Morris University,"Moon Township, PA",Sim AI,,,,
50453,Rockford College,"Rockford, IL",UKCats67,,,,
50483,Rose-Hulman Instituteof Technology,"Terre Haute, IN",Sim AI,,,,
50445,Rowan University,"Glassboro, NJ",Sim AI,,,,
50563,"Rutgers, State University of New Jersey, New Brunswick","New Brunswick, NJ",huskerfan26,,,,
50650,Sacred Heart University,"Fairfield, CT",Sim AI,,,,
50746,Saginaw Valley State University,"University Center, MI",Sim AI,,,,
50718,Saint Anselm College,"Manchester, NH",Sim AI,,,,
50655,Saint Francis University (Pennsylvania),"Loretto, PA",Sim AI,,,,
50523,Saint Joseph`s College,"Rensselaer, IN",fluffybear,,,,
50559,Salisbury University,"Salisbury, MD",Sim AI,,,,
50422,Salve Regina University,"Newport, RI",Sim AI,,,,
50679,Sam Houston State University,"Huntsville, TX",Sim AI,,,,
50622,Samford University,"Birmingham, AL",soupman78734,,,,
50229,San Diego State University,"San Diego, CA",quaker128,,,,
50230,San Jose State University,"San Jose, CA",Sim AI,,,,
50244,Savannah State University,"Savannah, GA",Sim AI,,,,
50732,Shaw University,"Raleigh, NC",Sim AI,,,,
50496,Shenandoah University,"Winchester, VA",Sim AI,,,,
50698,Shepherd College,"Shepherdstown, WV",Sim AI,,,,
50344,Shippensburg University of Pennsylvania,"Shippensburg, PA",Sim AI,,,,
50641,Siena College,"Loudonville, NY",sternes9,,,,
50411,Simpson College,"Indianola, IA",Sim AI,,,,
50345,SlipperyRock University of Pennsylvania ,"Slippery Rock, PA",Sim AI,,,,
50647,South Carolina State University,"Orangeburg, SC",Sim AI,,,,
50324,South Dakota State University,"Brookings, SD",Sim AI,,,,
50623,Southeast Missouri State University,"Cape Girardeau, MO",Sim AI,,,,
50245,Southeastern Louisiana University,"Hammond, LA",Sim AI,,,,
50299,Southeastern Oklahoma State University - Durant,"Durant, OK",Sim AI,,,,
50293,Southern Arkansas University,"Magnolia, AR",Sim AI,,,,
50715,Southern Connecticut State University,"New Haven, CT",Sim AI,,,,
50237,Southern Illinois University at Carbondale,"Carbondale, IL",Sim AI,,,,
50596,Southern Methodist University,"Dallas, TX",Sim AI,,,,
50726,"Southern University, Baton Rouge","Baton Rouge, LA",Sim AI,,,,
50246,Southern Utah University,"Cedar City, UT",Sim AI,,,,
50316,Southwest Baptist University,"Bolivar, MO",Sim AI,,,,
50724,Southwest Minnesota State University,"Marshall, MN",Sim AI,,,,
50300,Southwestern Oklahoma State University - Weatherford ,"Weatherford, OK",Sim AI,,,,
50365,Springfield College,"Springfield, MA",Sim AI,,,,
50740,St. Augustine`s College,"Raleigh, NC",Sim AI,,,,
50325,St. Cloud State University,"St. Cloud, MN",Sim AI,,,,
50369,St. John Fisher College,"Rochester, NY",Sim AI,,,,
50786,St. John`s University (Minnesota),"Collegeville, MN",Sim AI,,,,
50356,St. Lawrence University,"Canton, NY",Sim AI,,,,
50675,St. Mary`s College of California,"Moraga, CA",Sim AI,,,,
50775,St. Norbert College,"De Pere, WI",Sim AI,,,,
50790,St. Olaf College,"Northfield, MN",mfnmyers,,,,
50618,St. Peter`s College,"Jersey City, NJ",Sim AI,,,,
50196,Stanford University,"Stanford, CA",Sim AI,,,,
50547,State University Collegeat Brockport ,"Brockport, NY",Sim AI,,,,
50446,State University Collegeat Cortland ,"Cortland, NY",ibsnoman,,,,
50233,Stephen F. Austin State University,"Nacogdoches, TX",Sim AI,,,,
50755,Stillman College,"Tuscaloosa, AL",TheHoos,,,,
50719,Stonehill College,"Easton, MA",Sim AI,,,,
50651,Stony Brook University,"Stony Brook, NY",Sim AI,,,,
50533,Sul Ross State University,"Alpine, TX",Sim AI,,,,
50552,Susquehanna University,"Selinsgrove, PA",Sim AI,,,,
50564,Syracuse University,"Syracuse, NY",drichard,,,,
50301,Tarleton State University,"Stephenville, TX",Sim AI,,,,
50565,Temple University,"Philadelphia, PA",TBill7,,,,
50624,Tennessee State University,"Nashville, TN",Sim AI,,,,
50614,Tennessee Technological University,"Cookeville, TN",Sim AI,,,,
50395,"Texas A&M University, College Station","College Station, TX",laxfan1,,,,
50306,"Texas A&M University, Commerce","Commerce, TX",Sim AI,,,,
50307,"Texas A&M University, Kingsville","Kingsville, TX",Sim AI,,,,
50593,Texas Christian University,"Fort Worth, TX",Sim AI,,,,
50534,Texas Lutheran University,"Seguin, TX",IMG1,,,,
50727,Texas Southern University,"Houston, TX",chadsteelers,,,,
50234,"Texas State University, San Marcos","San Marcos, TX",drcoach76,,,,
50394,Texas Tech University,"Lubbock, TX",Sim AI,,,,
50263,The Citadel,"Charleston, SC",Sim AI,,,,
50447,The College of New Jersey,"Ewing, NJ",Sim AI,,,,
50416,Thiel College,"Greenville, PA",Sim AI,,,,
50501,Thomas More College,"Crestview Hills, KY",Sim AI,,,,
50612,Towson University,"Towson, MD",Sim AI,,,,
50434,Trinity College (Connecticut),"Hartford, CT",Sim AI,,,,
50484,Trinity University (Texas),"San Antonio, TX",Sim AI,,,,
50221,Troy State University,"Troy, AL",Sim AI,,,,
50314,Truman State University,"Kirksville, MO",Sim AI,,,,
50435,Tufts University,"Medford, MA",AmCan,,,,
50594,Tulane University,"New Orleans, LA",Sim AI,,,,
50693,Tusculum College,"Greeneville, TN",G8rs1,,,,
50518,Tuskegee University,"Tuskegee, AL",Sim AI,,,,
50361,U.S. Coast Guard Academy,"New London, CT",gingermoly,,,,
50362,U.S. Merchant Marine Academy,"Kings Point, NY",bluegoogs,,,,
50357,Union College (NY),"Schenectady, NY",Sim AI,,,,
50652,University at Albany,"Albany, NY",Sim AI,,,,
50603,University at Buffalo,"Buffalo, NY",tarvis614,,,,
50600,University of Akron,"Akron, OH",Sim AI,,,,
50595,University of Alabama at Birmingham,"Birmingham, AL",Sim AI,,,,
50207,"University of Alabama, Tuscaloosa","Tuscaloosa, AL",knappj,,,,
50193,University of Arizona,"Tucson, AZ",Sim AI,,,,
50208,"University of Arkansas, Fayetteville","Fayetteville, AR",Sim AI,,,,
50294,"University of Arkansas, Monticello","Monticello, AR",Sim AI,,,,
